dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,experiment_location,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,sex,parental_age,parental_age_units,parental_size_type,parental_size_units,parental_size_value,mating,method_type,fecundity,fecundity_unit,fecundity_temporal_unit,offspring_developmental_stage,offspring_size_type,offspring_size_units,offspring_size_value,comments_fecundity
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,247.36,,weighting and counting,12548,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,298.6,,weighting and counting,7280,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,298,,weighting and counting,8811,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,358,,weighting and counting,15524,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,145,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,327.4,,weighting and counting,6821,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,534.3,,weighting and counting,15112,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,182,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,453.9,,weighting and counting,13178,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,236.46,,weighting and counting,5402,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,183.9,,weighting and counting,3687,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,206.05,,weighting and counting,5952,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,421.5,,weighting and counting,11047,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,237,,weighting and counting,5726,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,340,,weighting and counting,11368,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,145,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,437.92,,weighting and counting,14063,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,280.06,,weighting and counting,8094,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,224,,weighting and counting,7128,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,272.94,,weighting and counting,9113,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,140,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,511.06,,weighting and counting,14040,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,583.8,,weighting and counting,17591,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,465.4,,weighting and counting,13138,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,381.18,,weighting and counting,12099,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,201.06,,weighting and counting,1929,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,222.46,,weighting and counting,6640,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,200,,weighting and counting,6941,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,260,,weighting and counting,7069,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,323.89,,weighting and counting,7185,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,210,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,26-04-2019,26-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,342.3,,weighting and counting,10159,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,488,,weighting and counting,12960,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,145,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,599.12,,weighting and counting,13883,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,297.36,,weighting and counting,7330,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,190,-42,56,35,-75,0,56,field,Mitad Sur Oeste Chiloe y Guafo_Chile,07-08-2019,07-08-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,481.44,,weighting and counting,13404,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,208.78,,weighting and counting,4508,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,311.18,,weighting and counting,12686,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,140,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,392.36,,weighting and counting,17075,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,187,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,469.8,,weighting and counting,17496,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,247,,weighting and counting,7774,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,140,-44,37,22.22,-72,57,0.61,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,354.4,,weighting and counting,12869,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,230,-42,0,56.1,-74,47,3,field,Oeste Metalqui_Chile,23-04-2019,23-04-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,238,,weighting and counting,6281,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,182,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,04-09-2019,04-09-2019,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,569.28,,weighting and counting,13682,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,23-04-2018,23-04-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,477,,weighting and counting,8637.071651,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,,,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,280,,weighting and counting,6657.303371,number of eggs by female,lifetime (multiple seasons),egg stage I,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,174,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,05-01-2018,05-01-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,459.4,,weighting and counting,11968,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,250,-42,15,42.015,-74,37,49.329,field,Oeste Cucao_Chile,07-04-2018,07-04-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,252.46,,weighting and counting,7033,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,250,-42,15,42.015,-74,37,49.329,field,Oeste Cucao_Chile,07-04-2018,07-04-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,314.66,,weighting and counting,5700,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,250,-42,15,42.015,-74,37,49.329,field,Oeste Cucao_Chile,07-04-2018,07-04-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,416.2,,weighting and counting,10594,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,250,-42,15,42.015,-74,37,49.329,field,Oeste Cucao_Chile,07-04-2018,07-04-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,254.3,,weighting and counting,7200,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,181,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,07-11-2018,07-11-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,339.42,,weighting and counting,14359,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,182,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,06-01-2018,06-01-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,469.86,,weighting and counting,9580,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
Molinet_et_al_2023,28-03-2023,Carlos_Molinet,cmolinet@uach.cl,primary,https://doi.org/10.1016/j.fishres.2020.105803,https://doi.org/10.1016/j.fishres.2022.106522,,Lithodes_santolla,,marine,marine,182,-44,37,17.98,-72,56,34.3,field,Seno Magdalena_Chile,01-06-2018,01-06-2018,,field,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,female,,,fresh mass,gram,522,,weighting and counting,12685,number of eggs by female,lifetime (multiple seasons),egg stage II,,,,The species is reproductively active over 8 years
