dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg_mm_ss,long_gg_mm_ss,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3793,29,,,,,,,,,,mLO2/h/ind,0.087562547,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3589,29,,,,,,,,,,mLO2/h/ind,0.185590182,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.21,26,,,,,,,,,,mLO2/h/ind,0.060028617,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3595,26,,,,,,,,,,mLO2/h/ind,0.19601339,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2588,26,,,,,,,,,,mLO2/h/ind,0.12284352,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3005,26,,,,,,,,,,mLO2/h/ind,0.123466668,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2458,26,,,,,,,,,,mLO2/h/ind,0.116066829,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3679,26,,,,,,,,,,mLO2/h/ind,0.176545595,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3245,26,,,,,,,,,,mLO2/h/ind,0.064348406,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.329,26,,,,,,,,,,mLO2/h/ind,0.127637361,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3318,26,,,,,,,,,,mLO2/h/ind,0.132537011,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2747,26,,,,,,,,,,mLO2/h/ind,0.113465106,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3711,26,,,,,,,,,,mLO2/h/ind,0.057978497,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3801,26,,,,,,,,,,mLO2/h/ind,0.147950631,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2325,32,,,,,,,,,,mLO2/h/ind,0.095781943,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3509,32,,,,,,,,,,mLO2/h/ind,0.274726657,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.23,32,,,,,,,,,,mLO2/h/ind,0.182559211,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2493,32,,,,,,,,,,mLO2/h/ind,0.149950651,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3724,29,,,,,,,,,,mLO2/h/ind,0.189235803,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.4219,29,,,,,,,,,,mLO2/h/ind,0.161956563,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2368,29,,,,,,,,,,mLO2/h/ind,0.147827581,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3294,29,,,,,,,,,,mLO2/h/ind,0.159181358,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3332,29,,,,,,,,,,mLO2/h/ind,0.169721456,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3999,29,,,,,,,,,,mLO2/h/ind,0.160459179,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2649,29,,,,,,,,,,mLO2/h/ind,0.083643271,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2881,29,,,,,,,,,,mLO2/h/ind,0.220570615,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2779,32,,,,,,,,,,mLO2/h/ind,0.223654182,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3029,32,,,,,,,,,,mLO2/h/ind,0.189489165,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.27,32,,,,,,,,,,mLO2/h/ind,0.150672606,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2961,32,,,,,,,,,,mLO2/h/ind,0.149325848,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2927,32,,,,,,,,,,mLO2/h/ind,0.158122723,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.451,32,,,,,,,,,,mLO2/h/ind,0.191745361,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3904,32,,,,,,,,,,mLO2/h/ind,0.130818058,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,32,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.238,32,,,,,,,,,,mLO2/h/ind,0.262858842,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1773,20,,,,,,,,,,mLO2/h/ind,0.045148908,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3352,20,,,,,,,,,,mLO2/h/ind,0.09960102,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2079,20,,,,,,,,,,mLO2/h/ind,0.054990988,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.1765,20,,,,,,,,,,mLO2/h/ind,0.042099464,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2754,20,,,,,,,,,,mLO2/h/ind,0.074733082,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.178,20,,,,,,,,,,mLO2/h/ind,0.066671998,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.114,20,,,,,,,,,,mLO2/h/ind,0.058256756,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2364,20,,,,,,,,,,mLO2/h/ind,0.077961736,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2262,20,,,,,,,,,,mLO2/h/ind,0.051553115,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2267,20,,,,,,,,,,mLO2/h/ind,0.04233194,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2006,20,,,,,,,,,,mLO2/h/ind,0.032392875,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,20,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3657,20,,,,,,,,,,mLO2/h/ind,0.075144837,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3662,29,,,,,,,,,,mLO2/h/ind,0.170003646,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.2749,29,,,,,,,,,,mLO2/h/ind,0.078760543,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,29,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.3268,29,,,,,,,,,,mLO2/h/ind,0.138762104,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0672,26,,,,,,,,,,mLO2/h/ind,0.065635215,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0785,26,,,,,,,,,,mLO2/h/ind,0.056442084,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0697,26,,,,,,,,,,mLO2/h/ind,0.062527828,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0529,26,,,,,,,,,,mLO2/h/ind,0.027724595,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.086,26,,,,,,,,,,mLO2/h/ind,0.029208844,
Barneche_et_al_2019,18-04-2023,Diego_Barneche,d.barneche@aims.gov.au,primary,https://doi.org/10.5281/zenodo.2634100,https://doi.org/10.1111/1365-2435.13348,,Danio_rerio,,freshwater,freshwater,,0,,,,,,,,,laboratory,,18-05-2018,19-07-2018,,yes,,,26,,,,,,,,,,no,,,,,,,,,,,,standard,2,1,Loligo Witrox,27,,,,closed,aquatic,,,,,fresh mass,gram,0.0714,26,,,,,,,,,,mLO2/h/ind,0.037914623,
